record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name,epic_column_name
14,metadata,168,Pathology Impact Summary,DATE_SEQUENCING_REPORT,,STRING,Date of IMPACT Sequencing,Date of IMPACT Sequencing (From ACCESSION_NUMBER_DMP),date_mdy,y,,,,,,,,,,,,,,
14,metadata,169,Pathology Impact Summary,REPORT_CMPT_DATE_SOURCE_0,y,STRING,Date of Surgical Pathology Report,Date of Surgical Pathology Report (SOURCE_ACCESSION_NUMBER_0),date_mdy,y,,,,,,,,,,,,,,
14,metadata,170,Pathology Impact Summary,REPORT_CMPT_DATE_SOURCE_0b,y,STRING,Date of Surgical Pathology Report (Secondard),Date of Surgical Pathology Report (SOURCE_ACCESSION_NUMBER_0),date_mdy,y,,,,,,,,,,,,,,
14,metadata,171,Pathology Impact Summary,DATE_OF_PROCEDURE_SURGICAL,y,STRING,Date of Surgical Procedure of IMPACT Specimen (Path Reports),Date of Surgical Procedure of IMPACT Specimen derived from Path Reports. Can be via resection or biopsy,date_mdy,y,,,,,,,,,,,,,,
14,metadata,172,Pathology Impact Summary Extra Anno,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,173,Pathology Impact Summary Extra Anno,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,174,Pathology Impact Summary Extra Anno,SPECIMEN_NUMBER_DMP,,STRING,Specimen Number of IMPACT Sample (DMP Report),Specimen Number of IMPACT Sample indicated in molecular pathology report,,y,,,,,,,,,,,,,,
14,metadata,175,Pathology Impact Summary Extra Anno,SOURCE_ACCESSION_NUMBER_0,y,STRING,Source Accession Number of IMPACT Specimen ,Original pathology report accession number containing specimen used for IMPACT sequencing ,,y,,,,,,,,,,,,,,
14,metadata,176,Pathology Impact Summary Extra Anno,SOURCE_SPEC_NUM_0,y,STRING,Specimen Number of Source Accession Number ,Specimen Number (Part number) in Source Accession Number used for IMPACT sequencing  ,,,,,,,,,,,,,,,,
14,metadata,177,Pathology Impact Summary Extra Anno,SOURCE_ACCESSION_NUMBER_0b,y,STRING,Source Accession Number of IMPACT Specimen (Secondary),Original pathology report accession number containing specimen used for IMPACT sequencing ,,y,,,,,,,,,,,,,,
14,metadata,178,Pathology Impact Summary Extra Anno,SOURCE_SPEC_NUM_0b,y,STRING,Specimen Number of Source Accession Number (Secondary),Specimen Number (Part number) in Source Accession Number used for IMPACT sequencing  ,,,,,,,,,,,,,,,,
14,metadata,179,Pathology Impact Summary Extra Anno,ACCESSION_NUMBER_DMP,,STRING,IMPACT Report Accession Number ,IMPACT (molecular pathology) Report Accession Number ,,y,,,,,,,,,,,,,,
14,metadata,180,Pathology Impact Summary Extra Anno,DATE_SEQUENCING_REPORT,,STRING,Date of IMPACT Sequencing,Date of IMPACT Sequencing (From ACCESSION_NUMBER_DMP),date_mdy,y,,,,,,,,,,,,,,
14,metadata,181,Pathology Impact Summary Extra Anno,REPORT_CMPT_DATE_SOURCE_0,y,STRING,Date of Surgical Pathology Report,Date of Surgical Pathology Report (SOURCE_ACCESSION_NUMBER_0),date_mdy,y,,,,,,,,,,,,,,
14,metadata,182,Pathology Impact Summary Extra Anno,REPORT_CMPT_DATE_SOURCE_0b,y,STRING,Date of Surgical Pathology Report (Secondard),Date of Surgical Pathology Report (SOURCE_ACCESSION_NUMBER_0),date_mdy,y,,,,,,,,,,,,,,
14,metadata,183,Pathology Impact Summary Extra Anno,DATE_OF_PROCEDURE_SURGICAL,y,STRING,Date of Surgical Procedure of IMPACT Specimen (Path Reports),Date of Surgical Procedure of IMPACT Specimen derived from Path Reports. Can be via resection or biopsy,date_mdy,y,,,,,,,,,,,,,,
14,metadata,184,Pathology Impact Summary Extra Anno,DATE_OF_PROCEDURE_SURGICAL_EST,y,STRING,Date of Surgical Procedure of IMPACT Specimen (All Sources),"Date of Surgical Procedure of IMPACT Specimen derived from Path Reports, surgical procedure and IR timeline data associated with the appropriate surgical pathology report. Can be via resection or biopsy",date_mdy,y,,,,,,,,,,,,,,
14,metadata,185,Pathology Impact Summary Extra Anno,DOP_COMPUTE_SOURCE,,STRING,Source of Date of Surgical Procedure of IMPACT Specimen,"Source where DATE_OF_PROCEDURE_SURGICAL_EST was derived. Can be Pathology Report, Surgery, and/or IR",,,,,,,,,,,,,,,,
14,metadata,186,Pathology Gleason Scores Raw,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,187,Pathology Gleason Scores Raw,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,188,Pathology Gleason Scores Raw,Path Procedure Date,,STRING,Date of Pathology Report,Date that the pathology report was created,date_mdy,y,,,,,,,,,,,,,,
14,metadata,189,Pathology Gleason Scores Raw,Gleason,y,STRING,Gleason Score,Gleason score extracted from surgical pathology reports,,,,,,,,,,,,,,,,
14,metadata,190,Gleason Score,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,191,Gleason Score,START_DATE,,STRING,Date of Gleason Score,Date of report Gleason Score taken,date_mdy,y,,,,,,,,Path Procedure Date,Pathology Gleason Scores,,,,,
14,metadata,192,Gleason Score,STOP_DATE,,STRING,"Date of Gleason Score (End, DNU)",Do not use,,y,,,,,,,,,,,,,,
14,metadata,193,Gleason Score,EVENT_TYPE,,STRING,Event Type for Gleason Score,cbioportal column for place. Will be Diagnosis but will change,,,,,,,,,,,,,,,,
14,metadata,194,Gleason Score,SUBTYPE,,STRING,Subtype for Gleason Score,cbioportal column for place. Will be Gleason but will change,,,,,,,,,,,,,,,,
14,metadata,195,Gleason Score,SOURCE,,STRING,Source of Gleason Score,cbioportal column for place. Will be CDM but will change,,,,,,,,,,,,,,,,
14,metadata,196,Gleason Score,GLEASON_SCORE,y,STRING,Gleason Score,Gleason score extracted from surgical pathology reports,,,,,,,,,,Gleason,Pathology Gleason Scores,,,,,
14,metadata,197,Pathology Gleason Scores for cbioportal patient summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,198,Pathology Gleason Scores for cbioportal patient summary,GLEASON_FIRST_REPORTED,y,STRING,"Gleason Score, 1st Reported (NLP)","Patient level summary of the 1st reported Gleason score from pathology reports. Within pathology reports, the highest Gleason Score is used. NLP used to derive values.",,,,x,x,x,NA,"No reported Gleason Score for patient. Rule-based NLP did not sense the word ""gleason"" any pathology reports.",NLP generated from pathology reports,,,First Gleason score (MSKL2140003255),,,,
14,metadata,199,Pathology Gleason Scores for cbioportal patient summary,GLEASON_HIGHEST_REPORTED,y,STRING,"Gleason Score, Highest Reported (NLP)",Patient level summary of the highest reported Gleason score from pathology reports. NLP used to derive,,,,x,x,x,NA,"No reported Gleason Score for patient. Rule-based NLP did not sense the word ""gleason"" any pathology reports.",NLP generated from pathology reports,,,Highest Gleason score (MSKL2140003256),,,,
14,metadata,200,Pathology Gleason Scores for cbioportal sample summary,DMP_ID,,STRING,Patient ID,MSK-IMPACT Patient ID,,,,,,,,,,,,,,,,
14,metadata,201,Pathology Gleason Scores for cbioportal sample summary,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,202,Pathology Gleason Scores for cbioportal sample summary,GLEASON_SAMPLE_LEVEL,y,STRING,Gleason Score Reported on Sample (NLP),Sample summary of the Gleason score reported on the specified sample ID at the time of surgery or biopsy,,,,x,x,x,NA,"No reported Gleason Score for patient. Rule-based NLP did not sense the word ""gleason"" any pathology reports.",NLP generated from pathology reports,,,,,,,
14,metadata,203,Sample Sequencing,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,204,Sample Sequencing,START_DATE,,STRING,Date of Sequencing,Date that sample was sequenced,,,,,,,,,,,,,,,,
14,metadata,205,Sample Sequencing,STOP_DATE,,STRING,Date of Sequencing (DNU),Do not use,,,,,,,,,,,,,,,,
14,metadata,206,Sample Sequencing,EVENT_TYPE,,STRING,Event Type (Sequencing),Track for event type in cbioportal,,,,,,,,,,,,,,,,
14,metadata,207,Sample Sequencing,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,208,Sample Acquisition,PATIENT_ID,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,209,Sample Acquisition,START_DATE,,STRING,Date of Sample Acquisition,Date that sample was acquired for sequencing,,,,,,,,,,,,,,,,
14,metadata,210,Sample Acquisition,STOP_DATE,,STRING,Date of Sample Acquisition (DNU),Do not use,,,,,,,,,,,,,,,,
14,metadata,211,Sample Acquisition,EVENT_TYPE,,STRING,Event Type (Sample Acquisition),Track for event type in cbioportal,,,,,,,,,,,,,,,,
14,metadata,212,Sample Acquisition,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,213,Pathology PD-L1 Patient Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,214,Pathology PD-L1 Patient Summary,HISTORY_OF_PDL1,y,STRING,History for Positive PD-L1 (NLP),History if patient ever had a pathology specimen annotated as PD-L1 positive,,,,x,x,x,NA,Patient not tested for PD-L1,NLP generated from pathology reports,,,,,,,
14,metadata,215,Pathology PD-L1 Sample Summary,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,216,Pathology PD-L1 Sample Summary,DMP_ID,,STRING,Patient ID,MSK-IMPACT Patient ID,,,,,,,,,,,,,,,,
14,metadata,217,Pathology PD-L1 Sample Summary,PDL1_POSITIVE,y,STRING,Sample PD-L1 Positive (NLP),Indication if specimen was labeled as PD-L1 positive in surgical pathology report,,,,x,x,x,NA,Patient not tested for PD-L1,NLP generated from pathology reports,,,,,,,
14,metadata,218,Pathology Surgical MMR Raw,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,219,Pathology Surgical MMR Raw,Accession Number,,STRING,Pathology Report ID,,,y,,,,,,,,,,,,,,
14,metadata,220,Pathology Surgical MMR Raw,Path Procedure Date,,STRING,Date of Pathology Report where MMR is reported,Date of report dMMR measured,date_mdy,y,,,,,,,,,,,,,,
14,metadata,221,Pathology Surgical MMR Raw,MMR_ABSENT,y,STRING,MMR deficiency,MMR deficiency status (True/False),,,,,,,,,,,,,,,,
14,metadata,222,Pathology dMMR Patient Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,223,Pathology dMMR Patient Summary,HISTORY_OF_D_MMR,y,STRING,MMR deficiency (NLP),Indication if patient has a history of MMR deficiency measured from pathology reports,,,,x,x,x,NA,Patient not tested for MMR deficiency,NLP generated from pathology reports,,,,,,,
14,metadata,224,Mismatch Repair Deficiency,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,225,Mismatch Repair Deficiency,START_DATE,,STRING,Date of Pathology Report where MMR is reported,Date of report dMMR measured,date_mdy,y,,,,,,,,,,,,,,
14,metadata,226,Mismatch Repair Deficiency,STOP_DATE,,STRING,Date of pathology report (DNU),DNU,,,,,,,,,,,,,,,,
14,metadata,227,Mismatch Repair Deficiency,EVENT_TYPE,,STRING,Event Type for dMMR,"Data source, Pathology reports",,,,,,,,,,,,,,,,
14,metadata,228,Mismatch Repair Deficiency,SUBTYPE,,STRING,Subtype for dMMR,"Subtype, dMMR",,,,,,,,,,,,,,,,
14,metadata,229,Mismatch Repair Deficiency,SOURCE,,STRING,Source of dMMR,"Source of output, CDM group",,,,,,,,,,,,,,,,
14,metadata,230,Mismatch Repair Deficiency,MMR,y,STRING,MMR deficiency,MMR deficiency status (deficient/proficient),,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,
15,metadata,1,Prior Medications Clindoc Notes,CDD_MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
15,metadata,2,Prior Medications Clindoc Notes,CDD_DOC_GUID,,STRING,Clindoc Document ID,Unique system generated sequential numeric identifier representing the key field.,,,,,,,,,,,,,,,,
15,metadata,3,Prior Medications Clindoc Notes,CDD_DOC_NAME,,STRING,Clindoc Doucument Name,The name of document.,,,,,,,,,,,,,,,,
15,metadata,4,Prior Medications Clindoc Notes,CDD_SERVICE_DTE,,STRING,Clindoc Service Date,Service date of generated document,,,,,,,,,,,,,,,,
15,metadata,5,Prior Medications Clindoc Notes,CDD_VISIT_GUID,,STRING,Clindoc Visit ID,The link to the IDB.OMS_CLIENT_VISIT table.,,,,,,,,,,,,,,,,
15,metadata,6,Prior Medications Clindoc Notes,combined_note_text,,STRING,Clindoc Note (Combined),Combined free-text note. Combines all CDO_VALUE_TEXT values (text) in sections (CDO_SECTION),,y,,,,,,,,,,,,,,
15,metadata,7,Prior Medications Prediction,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
15,metadata,8,Prior Medications Prediction,PDRX_DMP_PATIENT_ID,,STRING,Patient ID,MSK-IMPACT Patient ID,,,,,,,,,,,,,,,,
15,metadata,9,Prior Medications Prediction,DATE_INFERENCE,,STRING,Date of Prior Medication Prediction,Date the prior medication inference was made. This is not the date of the clindoc note.,,,,,,,,,,,,,,,,
15,metadata,10,Prior Medications Prediction,inferred_priortx_prob,y,STRING,Prior Treatment Probability Score,Probability the specified note indicates that patient received treatment prior to MSK,,,,,,,,,,,,,,,,
15,metadata,11,Prior Medications Prediction,PRIOR_MED_TO_MSK,y,STRING,Prior Treatment to MSK (NLP),Binary indication if patient recieve anti-cancer medication prior to MSK,,,,x,x,x,Unknown,"Initial consult (IC) notes need to be (1) within a list of acceptable note types, (2) be within 90 days of first MSK dates if patients have multiple primaries. Note types consist of medical oncologists, radiation oncologists, surgery, inpatient services and others, as they are most likely to contain information about external treatments prior to MSK.",NLP generated from medical oncology notes,,,Antineoplastic medication given prior to MSK initial consult (MSKL2140003257),,,,
15,metadata,12,Prior Outside Medications,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
15,metadata,13,Prior Outside Medications,START_DATE,,STRING,Date of Prior Medication Prediction,Date the prior medication inference was made. This is not the date of the clindoc note.,,y,,,,,,,,,,,,,,
15,metadata,14,Prior Outside Medications,STOP_DATE,,STRING,Date of Prior Medication Prediction (DNU),Do not use,,,,,,,,,,,,,,,,
15,metadata,15,Prior Outside Medications,EVENT_TYPE,,STRING,Event type for prior medications (TREATMENT),cbioportal column for placement. Will be TREATMENT,,,,,,,,,,,,,,,,
15,metadata,16,Prior Outside Medications,TREATMENT_TYPE,,STRING,Treatment type for prior medications (Medical Therapy),cbioportal column for placement. Will always be Medical Therapy,,,,,,,,,,,,,,,,
15,metadata,17,Prior Outside Medications,SUBTYPE,,STRING,Treatment subtype for prior medications (Prior med),cbioportal column for placement. Will always be Prior Medication,,,,,,,,,,,,,,,,
15,metadata,18,Prior Outside Medications,INFERRED_TX_PROB,y,STRING,Prior Treatment Probability Score,Probability the specified note indicates that patient received treatment prior to MSK,,,,,,,,,,,,,,,,
15,metadata,19,Prior Outside Medications,PRIOR_MED_TO_MSK,y,STRING,Prior Treatment to MSK,Binary indication if patient recieve anti-cancer medication prior to MSK,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,
16,metadata,1,Comorbidities Socioeconomic Yost Index,MRN,,STRING,MRN,Medical record number. A unique number assigned to each patient.,,y,,,,,,,,,,,,,,
16,metadata,2,Comorbidities Socioeconomic Yost Index,PT_CITY,,STRING,Patient City,Patient City,,y,,,,,,,,,,,,,,
16,metadata,3,Comorbidities Socioeconomic Yost Index,PT_STATE,,STRING,Patient State,Patient State,,,,,,,,,,,,,,,,
16,metadata,4,Comorbidities Socioeconomic Yost Index,ZIP,,STRING,Patient Zip Code,Patient Zip Code,,y,,,,,,,,,,,,,,
16,metadata,5,Comorbidities Socioeconomic Yost Index,PT_COUNTRY,,STRING,Patient Country,Patient Country,,,,,,,,,,,,,,,,
16,metadata,6,Comorbidities Socioeconomic Yost Index,yostindex,,STRING,Patient Yost Index,Socioeconomic Status/ Yost Index corresponding to patient geoid/location. Null for about 26 percent of MRNs,,,,,,,,,,,,,,,,
16,metadata,7,Comorbidities Socioeconomic Yost Index,yost_index_zipcode_average,,STRING,Average Zipcode Yost Index,Yost index average for patient zip code,,,,,,,,,,,,,,,,
16,metadata,8,Comorbidities Socioeconomic Yost Index,yost_index_zipcode_median,,STRING,Median Zipcode Yost Index,Yost index median for patient zip code,,,,,,,,,,,,,,,,
16,metadata,9,Comorbidities Socioeconomic Yost Index,yost_index_imputed_ave,,STRING,Patient Imputed Yost Index (Average Zip Code Method),Yost index with null values imputed using yost_index_zipcode_average column. Imputed for about 26 percent of MRNs.,,,,,,,,,,"yostindex, yost_index_zipcode_average",comorbidities/yost_index_results.tsv,,,,,
16,metadata,10,Comorbidities Socioeconomic Yost Index,yost_index_imputed_median,,STRING,Patient Imputed Yost Index (Median Zip Code Method),Yost index with null values imputed using yost_index_zipcode_median column. Imputed for about 26 percent of MRNs.,,,,,,,,,,"yostindex, yost_index_zipcode_median",comorbidities/yost_index_results.tsv,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,
27,metadata,1,Genomic Ancestry,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
27,metadata,2,Genomic Ancestry,ancestry_label,,STRING,Ancestry Label,"This is the main column with assigned ancestry label for the patient. The values in this column can be EUR, ASJ, AFR, EAS, SAS, NAM or ADM which stand for European (excluding Ashkenazi Jewish), Ashkenazi Jewish European, African, East Asian, South Asian, Native American and Admixed/Other",,,,,x,,Unknown,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
27,metadata,3,Genomic Ancestry,admixture_label,,STRING,Admixture Label,"Similar to Ancestry Label, except no differentiation between non-Ashkenazi Jewish and Ashkenazi Jewish Europeans.",,,,,x,,Unknown,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
27,metadata,4,Genomic Ancestry,AFRp,,FLOAT,African Ancestry,percent estimated ancestral contributions of African ancestry,,,,,x,,NA,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
27,metadata,5,Genomic Ancestry,EASp,,FLOAT,East Asian Ancestry,percent estimated ancestral contributions of East Asian ancestry,,,,,x,,NA,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
27,metadata,6,Genomic Ancestry,EURp,,FLOAT,European Ancestry,percent estimated ancestral contributions of European ancestry,,,,,x,,NA,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
27,metadata,7,Genomic Ancestry,NAMp,,FLOAT,Native American Ancestry,percent estimated ancestral contributions of Native American ancestry,,,,,x,,NA,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
27,metadata,8,Genomic Ancestry,SASp,,FLOAT,South Asian Ancestry,percent estimated ancestral contributions of South Asian ancestry,,,,,x,,NA,Ancestry pipeline not run on patient.,Clinical Computational Diagnostics Service,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,
28,metadata,1,cBioPortal Overall Survival,DMP_ID,,STRING,Patient ID,MSK-IMPACT Patient ID,,,,,,,,,,,,,,,,
28,metadata,2,cBioPortal Overall Survival,OS_MONTHS,,NUMBER,Overall Survival (Months),"Overall survival from date of first sequenced sample to date of death or last contact.  If patient died before first sequencing, overall survival in months is set to '0'. If patient is alive and last contact date is before date of sequencing,overall survival in months is set to 'NA'. Derived from PT_DEATH_DTE, PLA_LAST_CONTACT_DTE and date of sequencing for first specimen sequenced for patient.",,,,x,x,x,NA,"Last contact date, sequencing date missing in Revenue Management System (RMS)",Derived from IDB/Revenue Management System (RMS) dates,,,Overall survival since date of sequencing (months) (MSKL2140000782),,,,
28,metadata,3,cBioPortal Overall Survival,OS_STATUS,,STRING,Overall Survival Status,The patient's survival status; is the patient alive or deceased.,,,,x,x,x,NA,"Last contact date, sequencing date missing in Revenue Management System (RMS)",Derived from IDB/Revenue Management System (RMS) dates,,,Vital status (MSK3009506),,,,
30,,,,,,,,,,,,,,,,,,,,,,,,
30,metadata,1,IMPACT Patient Summary,PATIENT_ID,,STRING,Patient Identifier,Identifier to uniquely specify a patient.,,,,,x,,,,,,,,,,,
30,metadata,2,IMPACT Patient Summary,OTHER_PATIENT_ID,,STRING,Other Patient ID,Legacy DMP patient identifier (DMPnnnn),,,,,x,,,,,,,,,,,
30,metadata,3,IMPACT Patient Summary,PARTA_CONSENTED_12_245,,STRING,12-245 Part A Consented,12-245 Part A Consented Status. Source: MPath,,,,,x,,,,,,,Consent to Part A of 12-245 (MSKL2140000528),,,,
30,metadata,4,IMPACT Patient Summary,PARTC_CONSENTED_12_245,,STRING,12-245 Part C Consented,12-245 Part C Consented Status. Source: MPath,,,,,x,,,,,,,Consent to Part C of 12-245 (MSKL2140000781),,,,
30,metadata,5,IMPACT Sample Summary,SAMPLE_ID,,STRING,Sample Identifier,A unique sample identifier.,,,,,x,,,,,,,,,,,
30,metadata,6,IMPACT Sample Summary,PATIENT_ID,,STRING,Patient Identifier,Identifier to uniquely specify a patient.,,,,,x,,,,,,,,,,,
30,metadata,9,IMPACT Sample Summary,MONTH_ADDED,,STRING,Month added to cBioPortal,Month added to cBioPortal,,,,,x,,,,,,,,,,,
30,metadata,10,IMPACT Sample Summary,WEEK_ADDED,,STRING,Week added to cBioPortal,Week added to cBioPortal,,,,,x,,,,,,,Year and week data added to cBioPortal (MSKL2140003273),,,,
30,metadata,11,IMPACT Sample Summary,CANCER_TYPE,,STRING,Cancer Type,The main cancer type as defined by the Oncotree cancer classification system for precision oncology. Source: MPath,,,,,x,,,,,,,"Cancer type, OncoTree (MSKL2140003271)",,,,
30,metadata,12,IMPACT Sample Summary,SAMPLE_TYPE,,STRING,Sample Type,"The type assigned to a sample (i.e., normal, primary, met, recurrence). Source: MPath",,,,,x,,,,,,,Specimen class (MSKL2140000541),,,,
30,metadata,13,IMPACT Sample Summary,SAMPLE_CLASS,,STRING,Sample Class,"The sample classification (i.e., tumor, cellline, xenograph).Source: MPath",,,,,x,,,,,,,Specimen type (MSK4154128),,,,
30,metadata,14,IMPACT Sample Summary,METASTATIC_SITE,,STRING,Metastatic Site,Location of profiled metastatic site,,,,,x,,,,,,,"Site of metastatic tumor, ICD-O-3 (MSKL2140000797)",,,,
30,metadata,15,IMPACT Sample Summary,PRIMARY_SITE,,STRING,Primary Tumor Site,The organ sub-division term assigned to the primary tumor location of the sample. Source: MPath,,,,,x,,,,,,,"Site of primary tumor, ICD-O-3 (MSKL2140001985)",,,,
30,metadata,16,IMPACT Sample Summary,CANCER_TYPE_DETAILED,,STRING,Cancer Type Detailed,The cancer subtype as defined by the Oncotree cancer classification system for precision oncology. Source: MPath,,,,,x,,,,,,,"Cancer diagnosis, OncoTree (MSKL2140002599)",,,,
30,metadata,17,IMPACT Sample Summary,GENE_PANEL,,STRING,Gene Panel,The gene panel or assay used used to perform targeted NGS on the sample. Source: MPath,,,,,x,,,,,,,Molecular test (MSK4263971),,,,
30,metadata,18,IMPACT Sample Summary,SO_COMMENTS,,STRING,SO comments,Sign-out comments from pathologist or fellow. Source: MPath,,,,,x,,,,,,,,,,,
30,metadata,19,IMPACT Sample Summary,SAMPLE_COVERAGE,,NUMBER,Sample coverage,Sequencing coverage. Source: MPath,,,,,x,,,,,,,Sequence coverage (MSKL2140003277),,,,
30,metadata,20,IMPACT Sample Summary,TUMOR_PURITY,,NUMBER,Tumor Purity,Proportion of cancer cells in tumor sample. Source: MPath,,,,,x,,,,,,,Tumor purity (%) (MSKL2140000654),,,,
30,metadata,21,IMPACT Sample Summary,ONCOTREE_CODE,,STRING,Oncotree Code,The assigned Oncotree code of the sample as defined by the Oncotree cancer classification system for precision oncology.,,,,,x,,,,,,,"Cancer diagnosis, OncoTree (MSKL2140002599)",,,,
30,metadata,22,IMPACT Sample Summary,MSI_COMMENT,,STRING,MSI Comment,MSI interpretation. Source: MPath,,,,,x,,,,,,,,,,,
30,metadata,23,IMPACT Sample Summary,MSI_SCORE,,NUMBER,MSI Score,Microsatellite Instability (MSI) score. Source: MPath,,,,,x,,,,,,,MSI score (MSKL2140000780),,,,
30,metadata,24,IMPACT Sample Summary,MSI_TYPE,,STRING,MSI Type,"Directly related to MSI Score; Possible values include Stable, Instable, Indeterminate, or Do not report. Source: MPath",,,,,x,,,,,,,Microsatellite instability test interpretation (MSK21493972),,,,
30,metadata,25,IMPACT Sample Summary,INSTITUTE,,STRING,Institute Source,Institute Source,,,,,x,,,,,,,Facility where pathology was performed (MSKL2140002277),,,,
30,metadata,26,IMPACT Sample Summary,SOMATIC_STATUS,,STRING,Somatic Status,Indicates if there exists a matched normal used for tumor sample analysis. Source: MPath,,,,,x,,,,,,,Somatic mutation matching status (MSKL2140000796),,,,
30,metadata,27,IMPACT Sample Summary,ARCHER,,STRING,Archer Panel,Whether or not a supplemental MSK-ARCHER test was performed on the sample in addition to the MSK-IMPACT test. Source: MPath,,,,,x,,,,,,,Archer panel performed (MSKL2140003272),,,,
30,metadata,28,IMPACT Sample Summary,CVR_TMB_COHORT_PERCENTILE,,NUMBER,Impact TMB Percentile (Across All Tumor Types),Number of somatic mutations per megabase of interrogated genomic sequence for IMPACT. Source: MPath,,,,,x,,,,,,,,,,,
30,metadata,29,IMPACT Sample Summary,CVR_TMB_SCORE,,NUMBER,Impact TMB Score,Calculated TMB score. Source: MPath,,,,,x,,,,,,,Tumor mutation burden (MSKL2140000779),,,,
30,metadata,30,IMPACT Sample Summary,CVR_TMB_TT_COHORT_PERCENTILE,,NUMBER,Impact TMB Percentile (Within Tumor Type),Number of somatic mutations per megabase of interrogated genomic sequence for IMPACT samples with same tumor. Source: MPath,,,,,x,,,,,,,,,,,
30,metadata,31,IMPACT Sample Summary,PATH_SLIDE_EXISTS,,STRING,MSK Pathology Slide Available,Indicates the existence of a MSK Pathology slide.,,,,,x,,,,,,,,,,,
30,metadata,32,IMPACT Sample Summary,MSK_SLIDE_ID,,STRING,MSK Slide ID,MSK Slide ID,,,,,x,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,
31,metadata,1,ECOG KPS Values Raw,CDD_MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
31,metadata,2,ECOG KPS Values Raw,CDD_AUTHORED_DTE,,STRING,Clindoc Service Date,Service date of generated document,date_mdy,y,,,,,,,,,,,,,,
31,metadata,3,ECOG KPS Values Raw,ecog_parsed,,STRING,ECOG-KPS Score,"KPS or ECOG score. Values are standardized from 0-4, with 4 being the poorest self-reported status",,,,,,,,,,,,,,,,
31,metadata,4,ECOG-KPS Patient Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
31,metadata,5,ECOG-KPS Patient Summary,ECOG_KPS,,NUMBER,"ECOG, 1st Reported","First recorded KPS or ECOG score for given patient. Values are standardized from 0-4, with 4 being the poorest self-reported status",,,,x,x,x,NA,No available clindoc nots containing KPS or ECOG,"IDB, structured data from clinical notes",,,ECOG Performance Status score (MSK36305384),,,,
31,metadata,6,ECOG-KPS,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
31,metadata,7,ECOG-KPS,START_DATE,,STRING,Date of Clinical Note for ECOG,Date of clinical note where ECOG is reported,date_mdy,y,,,,,,,,,,,,,,
